Component_ID,Temperature,Voltage,Current,Power,Time
C0440,86.451,5.134,0.2837,1.4567,60
C0440,89.532,5.143,0.2861,1.4713,70
C0440,89.563,5.182,0.2894,1.4997,80
C0440,93.044,5.192,0.3036,1.5766,90
C0440,92.957,5.19,0.3142,1.6305,100
C0441,77.566,5.045,0.2246,1.1329,10
C0441,79.73,5.074,0.2384,1.2098,20
C0441,82.797,5.089,0.2462,1.2527,30
C0441,85.461,5.119,0.254,1.3002,40
C0441,84.189,5.119,0.2665,1.364,50
C0441,88.324,5.16,0.2775,1.432,60
C0441,88.056,5.166,0.287,1.4826,70
C0441,89.769,5.183,0.297,1.5394,80
C0441,92.86,5.201,0.3037,1.5799,90
C0441,94.928,5.207,0.319,1.6607,100
C0442,74.145,5.003,0.2106,1.0538,10
C0442,73.566,5.014,0.215,1.0781,20
C0442,73.791,4.983,0.2061,1.0271,30
C0442,72.233,5.014,0.2123,1.0647,40
C0442,73.715,5.003,0.2141,1.071,50
C0442,73.975,5.0,0.2055,1.0275,60
C0442,73.545,5.03,0.2182,1.0975,70
C0442,73.884,5.005,0.2149,1.0757,80
C0442,73.274,5.005,0.2028,1.015,90
C0442,73.607,5.006,0.2118,1.0601,100
C0443,72.51,4.939,0.1876,0.9265,10
C0443,73.498,4.935,0.1866,0.921,20
C0443,72.225,4.932,0.1866,0.9204,30
C0443,71.635,4.925,0.1886,0.9286,40
C0443,72.976,4.931,0.1843,0.9087,50
C0443,71.822,4.912,0.1855,0.9111,60
C0443,73.762,4.934,0.1908,0.9414,70
C0443,72.162,4.937,0.1839,0.9078,80
C0443,72.423,4.941,0.1862,0.9202,90
C0443,72.037,4.935,0.1838,0.9072,100
C0444,68.909,4.942,0.1893,0.9357,10
C0444,69.702,4.949,0.188,0.9306,20
C0444,70.299,4.953,0.189,0.9359,30
C0444,70.276,4.936,0.1945,0.9598,40
C0444,68.891,4.922,0.1892,0.9312,50
C0444,69.3,4.933,0.1899,0.9367,60
C0444,70.266,4.934,0.1875,0.925,70
C0444,69.623,4.93,0.187,0.9222,80
C0444,68.866,4.939,0.1885,0.9309,90
C0444,70.413,4.923,0.1886,0.9286,100
C0445,72.043,5.044,0.1881,0.9487,10
C0445,70.826,5.012,0.1936,0.9701,20
C0445,72.811,5.041,0.1954,0.9851,30
C0445,72.291,5.029,0.1949,0.9802,40
C0445,71.946,5.016,0.1989,0.9976,50
C0445,72.565,5.016,0.1946,0.9763,60
C0445,72.64,5.028,0.1912,0.9614,70
C0445,72.621,5.027,0.1895,0.9526,80
C0445,71.073,4.995,0.1999,0.9985,90
C0445,71.261,5.034,0.1883,0.9481,100
C0446,72.436,4.965,0.2144,1.0644,10
C0446,72.262,4.958,0.2189,1.0852,20
C0446,72.246,4.968,0.213,1.0583,30
C0446,72.368,4.952,0.2196,1.0877,40
C0446,71.75,4.957,0.2135,1.0584,50
C0446,72.038,4.967,0.2135,1.0606,60
C0446,73.087,4.952,0.2155,1.0669,70
C0446,71.785,4.964,0.2147,1.0659,80
C0446,72.157,4.972,0.2122,1.0548,90
C0446,72.602,4.952,0.2152,1.0659,100
C0447,73.075,4.963,0.2134,1.0591,10
C0447,73.556,4.977,0.2139,1.0646,20
C0447,73.641,4.98,0.2165,1.0785,30
C0447,72.949,4.969,0.2124,1.0556,40
C0447,72.818,4.973,0.2132,1.0605,50
C0447,74.107,4.967,0.2093,1.0397,60
C0447,73.502,4.973,0.2105,1.0469,70
C0447,73.584,4.969,0.2194,1.0901,80
C0447,72.544,4.966,0.2138,1.0617,90
C0447,73.929,4.965,0.2148,1.0663,100
C0448,70.337,5.033,0.2082,1.0477,10
C0448,69.89,5.012,0.2012,1.0082,20
C0448,70.585,5.008,0.209,1.0467,30
C0448,71.048,5.009,0.2039,1.0215,40
C0448,70.264,5.026,0.2111,1.0612,50
C0448,69.243,5.014,0.2036,1.021,60
C0448,69.414,5.013,0.2064,1.0346,70
C0448,70.087,5.002,0.2162,1.0814,80
C0448,70.414,5.019,0.2003,1.0052,90
C0448,70.41,5.016,0.1971,0.9888,100
C0449,73.458,4.957,0.1957,0.97,10
C0449,73.162,4.935,0.1942,0.9582,20
C0449,73.691,4.951,0.1956,0.9684,30
C0449,73.033,4.964,0.1906,0.9462,40
C0449,72.583,4.969,0.1932,0.9603,50
C0449,72.103,4.952,0.1986,0.9834,60
C0449,71.469,4.921,0.1967,0.9678,70
C0449,73.026,4.949,0.1934,0.9569,80
C0449,72.226,4.968,0.1932,0.9595,90
C0449,72.668,4.94,0.1914,0.9455,100
C0450,73.941,4.974,0.2154,1.0712,10
C0450,73.485,4.982,0.2063,1.028,20
C0450,73.327,4.982,0.2124,1.0583,30
C0450,73.055,4.988,0.2155,1.0751,40
C0450,72.737,4.987,0.2085,1.0401,50
C0450,73.454,4.961,0.2144,1.0637,60
C0450,73.819,4.979,0.2184,1.0876,70
C0450,73.961,4.956,0.215,1.0655,80
C0450,71.542,4.988,0.2155,1.0752,90
C0450,71.778,5.009,0.2167,1.0855,100
C0451,68.767,4.956,0.2047,1.0143,10
C0451,70.469,4.949,0.2066,1.0223,20
C0451,70.162,4.949,0.2053,1.0161,30
C0451,69.274,4.942,0.2138,1.0567,40
C0451,70.288,4.958,0.2012,0.9975,50
C0451,69.499,4.934,0.1998,0.9859,60
C0451,69.126,4.949,0.2037,1.0081,70
C0451,70.625,4.943,0.1955,0.9665,80
C0451,70.366,4.926,0.206,1.0147,90
C0451,69.637,4.949,0.1994,0.9866,100
C0452,79.386,5.111,0.2375,1.2138,10
C0452,80.78,5.12,0.2436,1.2475,20
C0452,83.957,5.153,0.2534,1.3058,30
C0452,83.776,5.175,0.2766,1.4316,40
C0452,86.678,5.177,0.2761,1.4292,50
C0452,88.438,5.227,0.2853,1.4912,60
C0452,88.082,5.225,0.3011,1.573,70
C0452,90.785,5.238,0.3066,1.6059,80
C0452,93.407,5.252,0.3131,1.6445,90
C0452,96.065,5.279,0.3243,1.7122,100
C0453,71.843,4.977,0.1927,0.9591,10
C0453,72.319,4.97,0.1877,0.9331,20
C0453,71.114,4.945,0.1922,0.9502,30
C0453,72.652,4.972,0.1879,0.9343,40
C0453,72.873,4.983,0.1937,0.9651,50
C0453,72.952,4.971,0.1903,0.9461,60
C0453,71.661,4.947,0.1895,0.9371,70
C0453,71.918,4.961,0.1908,0.9464,80
C0453,70.684,4.971,0.1948,0.9683,90
C0453,72.282,4.951,0.1927,0.9541,100
C0454,71.662,5.037,0.2033,1.0237,10
C0454,71.726,5.042,0.1964,0.9899,20
C0454,71.887,5.039,0.2008,1.0119,30
C0454,71.91,5.032,0.1986,0.9994,40
C0454,72.738,5.024,0.2032,1.0209,50
C0454,72.282,5.024,0.2022,1.0161,60
C0454,71.488,5.048,0.1974,0.9964,70
C0454,71.642,5.022,0.1965,0.9868,80
C0454,72.989,5.039,0.2025,1.0205,90
C0454,71.64,5.043,0.1986,1.0018,100
C0455,72.641,5.014,0.2111,1.0586,10
C0455,73.438,5.02,0.2056,1.0323,20
C0455,73.985,5.002,0.2078,1.0395,30
C0455,73.184,5.007,0.2131,1.067,40
C0455,71.609,5.021,0.2088,1.0481,50
C0455,72.639,5.022,0.2057,1.0333,60
C0455,73.817,5.055,0.208,1.0513,70
C0455,73.586,5.01,0.2075,1.0395,80
C0455,73.0,5.027,0.2009,1.0102,90
C0455,72.58,5.031,0.2075,1.0439,100
C0456,73.913,5.007,0.2026,1.0143,10
C0456,74.578,5.011,0.2065,1.0347,20
C0456,74.428,5.012,0.2085,1.045,30
C0456,73.772,5.03,0.2047,1.0295,40
C0456,73.976,5.006,0.2026,1.0142,50
C0456,73.863,5.003,0.2021,1.0108,60
C0456,73.503,5.021,0.2081,1.0452,70
C0456,73.25,5.032,0.2024,1.0186,80
C0456,73.401,5.023,0.2011,1.0103,90
C0456,73.937,5.011,0.1997,1.0005,100
C0457,72.627,5.006,0.196,0.9813,10
C0457,71.713,5.001,0.2021,1.0106,20
C0457,73.614,5.003,0.1993,0.9968,30
C0457,72.527,5.011,0.202,1.0119,40
C0457,72.06,5.007,0.1999,1.0008,50
C0457,72.601,5.026,0.2021,1.0159,60
C0457,72.254,5.022,0.2046,1.0275,70
C0457,72.223,5.012,0.1989,0.9969,80
C0457,72.898,5.014,0.195,0.9778,90
C0457,72.649,5.028,0.2069,1.0403,100
C0458,71.435,4.99,0.2046,1.0211,10
C0458,70.285,4.992,0.1997,0.9972,20
C0458,71.199,4.992,0.2005,1.001,30
C0458,70.452,5.002,0.1905,0.953,40
C0458,70.6,4.981,0.2045,1.0186,50
C0458,71.096,4.984,0.2025,1.0092,60
C0458,71.101,4.972,0.1951,0.9701,70
C0458,72.104,4.985,0.2045,1.0194,80
C0458,71.724,4.978,0.197,0.9805,90
C0458,70.769,4.977,0.2147,1.0686,100
C0459,72.571,5.01,0.221,1.1072,10
C0459,73.645,5.029,0.2136,1.074,20
C0459,73.11,5.036,0.2083,1.0492,30
C0459,73.583,5.038,0.2171,1.0936,40
C0459,73.254,5.028,0.2192,1.1023,50
C0459,73.646,5.045,0.2071,1.045,60
C0459,73.841,5.02,0.2138,1.0732,70
C0459,74.122,5.018,0.2226,1.1167,80
C0459,73.96,5.034,0.2104,1.0589,90
C0459,73.189,5.024,0.2092,1.0509,100
C0460,80.1,5.027,0.2294,1.153,10
C0460,80.87,5.055,0.2501,1.2643,20
C0460,83.691,5.085,0.2563,1.3034,30
C0460,84.621,5.074,0.2591,1.3145,40
C0460,86.941,5.096,0.2689,1.3704,50
C0460,89.448,5.124,0.2865,1.4683,60
C0460,89.209,5.132,0.2977,1.5277,70
C0460,92.45,5.157,0.2983,1.5385,80
C0460,93.771,5.171,0.313,1.6185,90
C0460,94.038,5.194,0.3199,1.6614,100
C0461,75.308,5.038,0.1964,0.9895,10
C0461,74.502,5.035,0.1897,0.9553,20
C0461,72.953,5.046,0.188,0.9488,30
C0461,74.998,5.054,0.1885,0.9528,40
C0461,74.04,5.047,0.189,0.9538,50
C0461,75.213,5.03,0.1966,0.9889,60
C0461,74.239,5.04,0.1948,0.9817,70
C0461,74.729,5.048,0.185,0.9339,80
C0461,74.178,5.038,0.1878,0.946,90
C0461,75.005,5.032,0.1878,0.9449,100
C0462,80.339,5.026,0.226,1.1359,10
C0462,81.285,5.052,0.2399,1.212,20
C0462,83.575,5.08,0.2496,1.268,30
C0462,88.596,5.076,0.2628,1.3342,40
C0462,86.492,5.105,0.2748,1.4031,50
C0462,86.77,5.134,0.2737,1.405,60
C0462,91.614,5.137,0.2889,1.4841,70
C0462,91.117,5.147,0.3028,1.5582,80
C0462,92.505,5.183,0.3135,1.6251,90
C0462,94.953,5.199,0.3264,1.6973,100
C0463,72.49,5.046,0.1947,0.9825,10
C0463,72.812,5.042,0.2018,1.0175,20
C0463,71.339,5.042,0.1961,0.9886,30
C0463,71.609,5.055,0.1987,1.0044,40
C0463,71.233,5.036,0.2017,1.0156,50
C0463,71.608,5.031,0.1973,0.9928,60
C0463,72.401,5.034,0.1995,1.0041,70
C0463,72.14,5.042,0.1883,0.9494,80
C0463,72.129,5.038,0.1995,1.005,90
C0463,71.727,5.037,0.2,1.0076,100
C0464,73.765,5.032,0.1883,0.9475,10
C0464,74.842,5.024,0.1908,0.9584,20
C0464,73.747,5.018,0.1913,0.9601,30
C0464,74.788,5.01,0.1895,0.9495,40
C0464,74.195,5.026,0.1869,0.9395,50
C0464,73.379,5.026,0.1845,0.9272,60
C0464,74.94,5.017,0.1844,0.9251,70
C0464,73.88,5.023,0.1884,0.9465,80
C0464,74.181,5.026,0.1898,0.9538,90
C0464,73.606,5.016,0.1962,0.9843,100
C0465,75.616,5.046,0.2016,1.0173,10
C0465,74.487,5.033,0.2018,1.0156,20
C0465,74.234,5.044,0.1963,0.9903,30
C0465,75.6,5.045,0.196,0.9887,40
C0465,74.902,5.034,0.1958,0.9858,50
C0465,75.829,5.041,0.2021,1.0189,60
C0465,75.569,5.048,0.1959,0.9888,70
C0465,74.753,5.06,0.1997,1.0105,80
C0465,75.046,5.061,0.199,1.0072,90
C0465,74.278,5.039,0.1994,1.0049,100
C0466,74.068,4.97,0.2093,1.0402,10
C0466,74.03,4.974,0.2131,1.06,20
C0466,74.301,4.971,0.2019,1.0034,30
C0466,74.273,4.961,0.2074,1.029,40
C0466,74.984,4.962,0.2104,1.0437,50
C0466,75.179,4.971,0.2022,1.005,60
C0466,73.894,4.955,0.208,1.0307,70
C0466,73.534,4.969,0.1999,0.9934,80
C0466,74.755,4.963,0.2096,1.04,90
C0466,74.946,4.977,0.2101,1.0455,100
C0467,67.071,5.022,0.2052,1.0305,10
C0467,68.469,5.02,0.2086,1.0472,20
C0467,69.266,5.022,0.2048,1.0287,30
C0467,68.555,5.023,0.2084,1.047,40
C0467,68.297,5.029,0.214,1.076,50
C0467,67.913,5.03,0.2126,1.0695,60
C0467,68.414,5.038,0.2085,1.0506,70
C0467,67.998,5.013,0.2119,1.0623,80
C0467,69.09,5.041,0.2115,1.066,90
C0467,68.614,5.03,0.2091,1.0517,100
C0468,71.487,4.978,0.1845,0.9184,10
C0468,71.15,4.975,0.1798,0.8943,20
C0468,71.105,4.978,0.1798,0.8949,30
C0468,70.877,4.971,0.1846,0.9178,40
C0468,71.849,4.983,0.1777,0.8856,50
C0468,71.805,4.995,0.1747,0.8727,60
C0468,71.721,4.981,0.177,0.8814,70
C0468,71.598,4.986,0.1807,0.9008,80
C0468,71.793,4.971,0.1723,0.8564,90
C0468,71.279,5.004,0.1743,0.8723,100
C0469,78.818,5.094,0.2281,1.1621,10
C0469,79.153,5.099,0.2354,1.2003,20
C0469,82.678,5.118,0.2511,1.2851,30
C0469,84.961,5.142,0.2531,1.3013,40
C0469,85.656,5.177,0.2685,1.3899,50
C0469,87.672,5.188,0.2715,1.4087,60
C0469,89.75,5.208,0.2875,1.4976,70
C0469,92.054,5.221,0.2977,1.5545,80
C0469,92.29,5.228,0.2995,1.566,90
C0469,98.516,5.259,0.3141,1.652,100
C0470,73.827,5.035,0.1974,0.9937,10
C0470,74.421,5.076,0.1958,0.9941,20
C0470,74.187,5.071,0.1992,1.0101,30
C0470,72.54,5.063,0.2022,1.0237,40
C0470,73.342,5.058,0.1945,0.9839,50
C0470,72.368,5.071,0.1991,1.0098,60
C0470,74.869,5.069,0.1977,1.0023,70
C0470,73.86,5.066,0.203,1.0285,80
C0470,74.104,5.071,0.198,1.004,90
C0470,73.312,5.06,0.2,1.0118,100
C0471,71.503,4.978,0.1955,0.9731,10
C0471,72.147,4.995,0.1913,0.9554,20
C0471,72.48,4.987,0.1928,0.9615,30
C0471,71.395,4.983,0.1898,0.9456,40
C0471,71.541,4.985,0.1934,0.9642,50
C0471,70.705,4.982,0.2052,1.0224,60
C0471,71.165,4.973,0.1956,0.9727,70
C0471,72.534,4.963,0.1995,0.9901,80
C0471,71.31,4.976,0.1923,0.9572,90
C0471,71.443,4.97,0.1942,0.9653,100
C0472,67.104,5.006,0.1865,0.9338,10
C0472,69.059,5.009,0.1852,0.9279,20
C0472,67.732,5.02,0.1895,0.9516,30
C0472,67.554,5.006,0.1864,0.9331,40
C0472,68.094,5.013,0.1892,0.9482,50
C0472,68.187,5.003,0.1918,0.9596,60
C0472,68.861,5.006,0.1793,0.8976,70
C0472,68.508,5.012,0.1748,0.8762,80
C0472,68.453,5.001,0.1849,0.9249,90
C0472,67.757,5.004,0.1914,0.9577,100
C0473,72.832,5.003,0.2029,1.0152,10
C0473,70.51,5.002,0.195,0.9757,20
C0473,72.144,4.973,0.2097,1.0428,30
C0473,72.759,4.993,0.2086,1.0416,40
C0473,72.828,4.998,0.2045,1.022,50
C0473,72.279,4.984,0.2068,1.0305,60
C0473,72.466,4.979,0.2049,1.0204,70
C0473,72.533,5.013,0.204,1.0227,80
C0473,71.8,4.979,0.208,1.0354,90
C0473,72.47,4.988,0.2,0.9978,100
C0474,73.41,4.975,0.1999,0.9945,10
C0474,72.673,4.975,0.2035,1.0122,20
C0474,74.258,4.965,0.1997,0.9917,30
C0474,74.188,4.987,0.2029,1.0119,40
C0474,74.202,4.969,0.1967,0.9772,50
C0474,74.528,4.981,0.2057,1.0246,60
C0474,73.838,4.978,0.2064,1.0276,70
C0474,74.92,4.982,0.2031,1.0119,80
C0474,73.163,4.973,0.2039,1.014,90
C0474,74.373,4.985,0.2025,1.0094,100
C0475,71.736,4.986,0.1907,0.951,10
C0475,71.994,4.992,0.2009,1.0028,20
C0475,69.601,4.992,0.1984,0.9901,30
C0475,69.985,4.996,0.1914,0.9565,40
C0475,69.981,5.001,0.1954,0.9771,50
C0475,70.269,4.99,0.1968,0.982,60
C0475,70.98,4.991,0.1922,0.9595,70
C0475,70.124,4.981,0.1964,0.9784,80
C0475,70.632,4.992,0.1888,0.9426,90
C0475,71.18,4.988,0.1938,0.9667,100
C0476,73.448,5.027,0.2024,1.0174,10
C0476,74.581,5.018,0.1966,0.9863,20
C0476,73.315,5.02,0.2034,1.0211,30
C0476,72.548,5.016,0.2058,1.0322,40
C0476,73.284,5.025,0.2013,1.0117,50
C0476,74.002,5.008,0.1961,0.9821,60
C0476,73.441,5.001,0.1983,0.9914,70
C0476,73.58,5.034,0.201,1.0116,80
C0476,73.804,5.028,0.1955,0.9828,90
C0476,73.329,5.04,0.199,1.0031,100
C0477,73.147,5.057,0.1908,0.9647,10
C0477,72.545,5.061,0.1951,0.9873,20
C0477,71.828,5.07,0.1963,0.995,30
C0477,72.512,5.044,0.1961,0.9892,40
C0477,72.979,5.059,0.194,0.9813,50
C0477,73.41,5.06,0.1896,0.9592,60
C0477,72.326,5.055,0.2009,1.0153,70
C0477,72.591,5.055,0.1953,0.9871,80
C0477,72.43,5.059,0.1918,0.9702,90
C0477,73.431,5.042,0.2009,1.0132,100
C0478,70.992,4.996,0.1943,0.9709,10
C0478,71.003,5.015,0.1962,0.9838,20
C0478,71.643,5.023,0.1979,0.9943,30
C0478,72.779,4.999,0.1977,0.9882,40
C0478,71.208,5.02,0.1893,0.9504,50
C0478,70.665,5.009,0.2045,1.0244,60
C0478,71.667,4.997,0.1935,0.9669,70
C0478,72.535,5.004,0.1945,0.9734,80
C0478,72.418,5.021,0.2034,1.0211,90
C0478,70.961,4.995,0.1988,0.9932,100
C0479,71.746,5.025,0.1922,0.9658,10
C0479,71.151,5.041,0.1879,0.9474,20
C0479,70.578,5.043,0.1849,0.9323,30
C0479,71.891,5.026,0.1887,0.9486,40
C0479,71.434,5.03,0.1933,0.9723,50
C0479,71.43,5.032,0.189,0.9509,60
C0479,70.537,5.061,0.1834,0.9283,70
C0479,71.741,5.037,0.1925,0.9695,80
C0479,71.517,5.03,0.1803,0.9071,90
C0479,70.342,5.034,0.1933,0.9728,100
C0480,70.063,4.942,0.2088,1.0318,10
C0480,69.144,4.965,0.2054,1.02,20
C0480,69.432,4.951,0.2122,1.0507,30
C0480,69.362,4.953,0.2095,1.0375,40
C0480,70.713,4.954,0.2062,1.0213,50
C0480,69.842,4.956,0.2047,1.0145,60
C0480,70.831,4.954,0.2088,1.0346,70
C0480,69.588,4.975,0.2036,1.013,80
C0480,69.657,4.979,0.2108,1.0498,90
C0480,68.751,4.952,0.2112,1.0456,100
C0481,78.038,5.002,0.227,1.1355,10
C0481,77.837,5.037,0.2317,1.1672,20
C0481,81.555,5.044,0.2425,1.2229,30
C0481,81.548,5.082,0.2539,1.29,40
C0481,83.945,5.105,0.2654,1.3549,50
C0481,87.591,5.113,0.2657,1.3588,60
C0481,90.942,5.111,0.2828,1.4452,70
C0481,91.173,5.142,0.2888,1.4849,80
C0481,91.675,5.153,0.2921,1.5052,90
C0481,92.413,5.182,0.3104,1.6086,100
C0482,71.289,4.995,0.1995,0.9963,10
C0482,72.151,5.001,0.1972,0.9862,20
C0482,71.783,4.998,0.1973,0.9858,30
C0482,72.304,5.006,0.1978,0.9901,40
C0482,71.683,4.989,0.2089,1.042,50
C0482,71.623,4.997,0.2006,1.0023,60
C0482,72.517,5.008,0.1967,0.9851,70
C0482,72.444,5.003,0.1972,0.9868,80
C0482,72.448,5.013,0.1984,0.9946,90
C0482,72.291,5.013,0.2023,1.0143,100
C0483,72.289,4.993,0.2183,1.0897,10
C0483,72.084,4.981,0.2118,1.0551,20
C0483,72.325,4.995,0.2152,1.0746,30
C0483,71.204,4.996,0.2131,1.0648,40
C0483,72.246,4.98,0.2212,1.1018,50
C0483,72.035,4.984,0.216,1.0764,60
C0483,72.401,4.995,0.2094,1.0459,70
C0483,72.572,4.985,0.2133,1.0633,80
C0483,70.561,4.984,0.2115,1.054,90
C0483,72.157,4.983,0.2069,1.031,100
C0484,72.612,4.96,0.1921,0.9525,10
C0484,71.819,4.975,0.1899,0.945,20
C0484,72.517,4.955,0.1934,0.9584,30
C0484,72.64,4.946,0.1933,0.9558,40
C0484,73.08,4.977,0.1928,0.9594,50
C0484,72.391,4.982,0.1978,0.9855,60
C0484,71.995,4.953,0.1971,0.9764,70
C0484,71.759,4.97,0.1946,0.9674,80
C0484,72.676,4.957,0.1908,0.9456,90
C0484,73.243,4.957,0.1916,0.95,100
C0485,70.04,4.954,0.1993,0.9874,10
C0485,69.447,4.944,0.2046,1.0114,20
C0485,68.779,4.968,0.206,1.0234,30
C0485,70.296,4.964,0.203,1.0077,40
C0485,70.49,4.965,0.2094,1.0395,50
C0485,71.275,4.978,0.201,1.0004,60
C0485,70.81,4.968,0.2016,1.0014,70
C0485,69.823,4.96,0.1999,0.9914,80
C0485,69.521,4.968,0.2043,1.0149,90
C0485,70.372,4.973,0.2034,1.0112,100
C0486,74.53,5.021,0.1908,0.9582,10
C0486,72.846,5.026,0.186,0.9349,20
C0486,74.544,5.035,0.1946,0.9796,30
C0486,72.411,5.023,0.1955,0.9819,40
C0486,73.601,5.011,0.188,0.9423,50
C0486,72.974,5.015,0.1967,0.9867,60
C0486,72.093,5.028,0.1855,0.9325,70
C0486,72.669,5.001,0.1884,0.9424,80
C0486,74.152,5.024,0.1858,0.9336,90
C0486,73.856,5.034,0.191,0.9617,100
C0487,78.022,5.032,0.2205,1.1096,10
C0487,80.943,5.059,0.2338,1.1826,20
C0487,82.055,5.06,0.2347,1.1875,30
C0487,83.251,5.081,0.2467,1.2535,40
C0487,84.089,5.099,0.2625,1.3382,50
C0487,87.332,5.096,0.2664,1.3575,60
C0487,90.005,5.139,0.2743,1.4096,70
C0487,89.958,5.165,0.2862,1.4783,80
C0487,90.783,5.157,0.2968,1.5305,90
C0487,95.517,5.189,0.2997,1.5551,100
C0488,71.05,4.924,0.2034,1.0016,10
C0488,71.877,4.923,0.1955,0.9627,20
C0488,71.297,4.933,0.1986,0.9795,30
C0488,72.894,4.914,0.1978,0.9717,40
C0488,71.567,4.943,0.1993,0.9851,50
C0488,72.111,4.937,0.1942,0.9585,60
C0488,72.483,4.941,0.2016,0.9959,70
C0488,72.515,4.937,0.2038,1.0063,80
C0488,71.983,4.931,0.1979,0.9756,90
C0488,71.742,4.928,0.2044,1.0073,100
C0489,78.011,5.011,0.2258,1.1313,10
C0489,79.026,5.055,0.2367,1.1965,20
C0489,82.774,5.071,0.2425,1.2296,30
C0489,83.738,5.074,0.259,1.3142,40
C0489,86.192,5.105,0.2648,1.3516,50
C0489,86.338,5.132,0.2804,1.4392,60
C0489,90.095,5.136,0.287,1.4737,70
C0489,89.871,5.143,0.2951,1.5179,80
C0489,91.474,5.177,0.3025,1.5661,90
C0489,95.179,5.19,0.314,1.6297,100
C0490,79.96,5.106,0.2273,1.1606,10
C0490,83.246,5.111,0.2259,1.1543,20
C0490,81.616,5.128,0.237,1.2152,30
C0490,85.653,5.134,0.2524,1.2959,40
C0490,86.021,5.165,0.2599,1.3427,50
C0490,89.125,5.168,0.2686,1.3879,60
C0490,91.068,5.195,0.282,1.4649,70
C0490,91.003,5.216,0.2837,1.4799,80
C0490,93.967,5.233,0.3046,1.5939,90
C0490,97.065,5.237,0.3196,1.6737,100
C0491,72.244,4.984,0.2039,1.0163,10
C0491,72.836,4.97,0.201,0.999,20
C0491,73.345,4.958,0.205,1.0163,30
C0491,73.549,4.955,0.2025,1.0035,40
C0491,72.844,4.953,0.1957,0.9692,50
C0491,72.045,4.963,0.2028,1.0067,60
C0491,72.372,4.983,0.2053,1.0228,70
C0491,72.866,4.959,0.2014,0.999,80
C0491,73.255,4.973,0.2048,1.0184,90
C0491,72.412,4.958,0.1954,0.9691,100
C0492,72.938,4.995,0.1957,0.9777,10
C0492,73.168,4.998,0.2012,1.0056,20
C0492,72.624,5.001,0.1987,0.9937,30
C0492,72.212,5.006,0.1981,0.9916,40
C0492,72.891,5.005,0.1982,0.9918,50
C0492,72.07,5.025,0.1984,0.997,60
C0492,73.167,5.02,0.2037,1.0225,70
C0492,72.613,5.0,0.1972,0.9859,80
C0492,73.322,5.007,0.1985,0.9936,90
C0492,72.168,4.988,0.2045,1.0198,100
C0493,70.382,5.03,0.1922,0.9666,10
C0493,70.502,5.037,0.1952,0.9834,20
C0493,70.303,5.033,0.1912,0.9625,30
C0493,70.472,5.01,0.1916,0.9602,40
C0493,70.955,5.04,0.1889,0.9521,50
C0493,70.277,5.02,0.1782,0.8948,60
C0493,70.434,5.057,0.1953,0.9877,70
C0493,70.082,5.024,0.1881,0.9453,80
C0493,71.516,5.052,0.1906,0.9628,90
C0493,70.835,5.035,0.1902,0.9574,100
C0494,73.143,4.931,0.2162,1.066,10
C0494,72.281,4.955,0.2089,1.0352,20
C0494,72.124,4.926,0.2164,1.0662,30
C0494,72.139,4.945,0.2152,1.0638,40
C0494,71.972,4.95,0.2194,1.086,50
C0494,72.754,4.942,0.2153,1.0639,60
C0494,72.352,4.949,0.2089,1.0336,70
C0494,72.659,4.947,0.2178,1.0775,80
C0494,72.333,4.918,0.2158,1.0614,90
C0494,73.497,4.944,0.2163,1.0696,100
C0495,69.954,5.024,0.2052,1.0309,10
C0495,71.086,5.006,0.207,1.0363,20
C0495,69.476,4.999,0.1975,0.9875,30
C0495,69.692,5.003,0.2007,1.004,40
C0495,70.249,5.02,0.1938,0.9727,50
C0495,69.267,4.979,0.1965,0.9782,60
C0495,69.723,4.996,0.1953,0.9757,70
C0495,70.043,4.999,0.1963,0.9814,80
C0495,70.081,4.997,0.2045,1.0218,90
C0495,69.892,4.999,0.2009,1.0044,100
C0496,68.284,4.964,0.2033,1.0093,10
C0496,69.984,4.972,0.1968,0.9784,20
C0496,69.717,4.972,0.1991,0.9901,30
C0496,68.801,4.98,0.2081,1.0366,40
C0496,70.07,4.966,0.2067,1.0267,50
C0496,68.572,4.96,0.2101,1.0419,60
C0496,69.269,4.978,0.2082,1.0366,70
C0496,68.58,4.965,0.2067,1.0262,80
C0496,69.688,4.991,0.2097,1.0467,90
C0496,69.009,4.978,0.2066,1.0283,100
C0497,71.149,4.966,0.2106,1.0461,10
C0497,71.839,4.96,0.204,1.0117,20
C0497,71.55,4.971,0.1983,0.9856,30
C0497,72.35,4.971,0.199,0.9891,40
C0497,72.098,4.989,0.1998,0.9968,50
C0497,72.337,4.974,0.2046,1.0176,60
C0497,72.423,4.967,0.2036,1.0112,70
C0497,71.942,4.961,0.2048,1.0161,80
C0497,71.665,4.988,0.201,1.0023,90
C0497,71.09,4.981,0.2,0.9962,100
C0498,69.852,4.972,0.2054,1.0215,10
C0498,70.276,4.951,0.2106,1.0427,20
C0498,70.395,4.95,0.2011,0.9954,30
C0498,70.136,4.945,0.2084,1.0303,40
C0498,69.095,4.953,0.2067,1.0238,50
C0498,70.385,4.947,0.2069,1.0236,60
C0498,69.648,4.954,0.2069,1.0249,70
C0498,70.458,4.948,0.2091,1.0343,80
C0498,70.232,4.962,0.2104,1.0438,90
C0498,70.851,4.966,0.205,1.0181,100
C0499,72.89,5.01,0.2076,1.0403,10
